TRADEDATE,GAZP,GMKN,LKOH,ROSN,VTBR,SBER,SBERP,MGNT,SNGS,MOEX,ALRS,SNGSP,HYDR,CHMF,FEES,AFLT,YNDX,TATN,TRNFP,RTKM,MTSS,NVTK,MAGN,PLZL,POLY,MTLR,NLMK,AFKS
2014-06-10,0.0024208899943786635,-0.0185230365905546,0.017815663062052917,0.010100259719616044,-0.006574087932998031,0.0011243536151871486,-0.0009541335147618509,0.016732619322083184,0.01663760403625314,-0.027483588726634797,-0.003683245416296405,0.0025440682447749182,-0.029334139166715453,-0.010510352728898885,-0.0005028073515802222,0.00016993797304897833,-0.0017932629373327417,0.016100483954184886,6.489082121600939e-05,0.012578782206860185,-0.0030967071769571588,-0.011297035790024942,-0.010737765890218721,-0.009032066113504529,0.005385895670531442,0.06805346324501557,-0.01673166965401594,0.023370381121473185
2014-06-11,0.011334485074106644,0.005780362915499329,0.017551480775238368,0.02786193303756156,-0.00042562247929181995,0.00011236586336907815,0.0048973026731998544,-0.0033021493957591107,0.006005149704284472,0.027331277401993523,-0.008647367041182295,0.02154481898677579,0.04307678690734415,-0.003072199036970029,0.00834729387676282,-0.0018709079358117313,0.008425940314071796,0.009434032233358714,-0.007098001343580358,-0.00836824967051658,0.01528892501183446,-0.0016706775115388102,0.0011823826384893671,0.011374902015277046,-0.006021441784904416,-0.034420223886479306,-0.005571045049455472,-0.004383315204418235
2014-06-16,-0.008230499136515591,-0.04283530709839525,0.024065773264579635,0.014474564784724732,-0.011776177198936482,-0.04775137805190453,-0.059260035578555054,-0.019033353252320025,-0.007576069746038455,0.0,-0.0065224658031127975,0.004253817119799545,-0.010869672236903879,-0.024572961629175258,-0.015919900530727865,-0.03200134700791806,-0.012708602106072622,0.028920465542867233,-0.011475869794776907,-0.04363653531979806,0.01499327864154332,0.018029646657771098,0.011455551915257402,0.008156968901968887,0.02947331206877291,0.01160554612030789,-0.000620925198465754,0.015312624633373689
2014-06-17,-0.0029658262247433237,-0.004069028295263408,-0.008880637939039634,-0.006773778599203397,0.00793740089177067,-0.012451984192197956,-0.03085265546742434,-0.011300832211301489,0.01599511822787387,0.00985229644301142,-0.004004209764816866,-0.0024791937614310417,0.014242356715543168,0.003846831112058296,-0.019100171373419378,-0.03269607904809471,0.017443539505659165,0.015927217824490227,0.0056426564661086216,-0.012894161453014532,-0.015657509818405982,0.0008574964081834656,0.0013133894627864742,-0.007572116560509952,-0.039344177564821496,0.06513930217096145,0.0018616201467003292,0.0021932928802408077
2014-06-18,0.001587466254622203,0.023579662827249655,-0.001456459182971462,-0.0028659017346793635,-0.018329354121905044,-0.0003580593223192149,0.003705629379334265,0.012760604521504623,0.01400623154018727,0.009905528989403022,0.01446432228079191,0.031416196233378914,0.016694878572170054,0.018672741705274682,0.011469782507727679,0.004349408813827784,-0.002195575953768933,0.00862633011450091,0.027169769819435186,0.014079698047116371,0.006622540760493457,0.014972813867296118,-0.008347416120166396,-0.003709854884594149,-0.011299555253933394,-0.03297001923756983,0.01599050061862082,0.010787591128997385
2014-06-19,0.001378359970121138,0.008664420163654698,-0.006982807330402961,-0.003914055639904405,-0.0054555509015370264,0.012220594632139252,0.0011829071318712682,-0.002471633659115004,-0.03377431711860404,0.008032171697264253,0.03738050261786887,-0.023961780057180016,-0.0003974299582019505,0.007168489478612717,0.004246290881451004,0.006129458526953141,-0.012676166163518873,-0.00026705835383719026,-0.019808512676855728,-0.0009483168088593556,0.014482085287417108,0.005893335957644593,-0.003978491949294466,-0.017165263130094227,0.04909933096738079,-0.051587368790493235,-0.0040758157096221145,-2.1459457720395107e-05
2014-06-20,0.0027510333718900187,0.0037945171039754522,-0.005745368478582088,0.0008800000567893926,-0.01766050315195025,-0.007575793808457656,-0.008458906266498112,-0.008472233675979629,-0.002277989007276406,0.011928570865273812,-0.02409755157906053,-0.019620320167290033,-0.06387622559710304,-0.02688890021633106,-0.03010980147137034,0.0007186489709219531,0.0059752631900870205,-0.004506220398820455,-0.01980941343898055,-0.002612517814149784,0.0018848921767884153,0.006407060096872102,-0.006666197562119616,0.004170396273726664,0.01354006654739551,-0.003929278139889661,-0.024182226216815764,-0.012937685184784787
2014-06-23,0.010725245413435752,0.0049404343440371985,-0.008320231615718838,0.008718034556380243,-0.005359548336196897,-0.005719748672786841,0.007423939071282267,0.006186158028205441,0.003268396806078303,0.021577841024568764,0.002436054797881121,0.01393738363947314,-0.017094433359300183,-0.0038508712037240507,0.018174450922097553,0.012493469659802402,0.01771450793231767,0.010320835418662796,-0.00669131093508599,0.005809489337020978,-0.006024605049611097,0.0042803194734487475,-0.019056769964013107,-0.005165916515228203,0.007897735531732506,0.007843177461026099,-0.020074630812978996,-0.010929070532190317
2014-06-24,0.04048219364029942,-0.0005799623187064703,0.007891568324165234,0.02160402386527518,-0.012618463959211462,0.033144413621220795,0.030018281888936734,0.027609507913210787,0.01906548897745701,-0.020846151520936582,0.05445131960417009,0.017544309650909525,0.043576817199099706,0.02322864017005895,0.02573795984535532,0.036741313768967915,-0.00351788619769855,0.01698265797219905,0.039118656505567985,0.03997520034233777,0.031667035662948664,0.014183632368927501,0.014737108819496705,-0.004592201341569909,-0.007928232169480739,-0.013766195764147959,0.012936242323186225,0.020664139302942936
2014-06-25,-0.026380823113079457,-0.018886440886748384,-0.029834196263994646,-0.030761961650040852,-0.02293678534309827,-0.024577012335922136,-0.008940218162682537,-0.01971489260582687,-0.039735953780608346,-0.032409555753923916,-0.020955365175987995,-0.02073523595351777,-0.03257434856101617,-0.025335382522299683,-0.010587444499168295,-0.03020014309342244,-0.012665879025650747,-0.021551610405486754,-0.040714611969816385,-0.02170129368432234,-0.04296696209566605,-0.023552778181332463,-0.0209676585701329,-0.030271483595054598,-0.03068874810575901,0.01181116092834462,-0.03560315988747835,-0.029494218751214912
